Front,Back,Procedure,Guide,Chapter,Tags
"SERGEANT FOCUS: For unusual occurrences, the CO/Duty Captain must personally investigate and prepare typed letterhead reports. The distribution is extensive — 3 copies DIRECT to Chief of Dept, plus 7 additional individual copies. For escapes, IAB must be notified in addition to Operations Unit.","210 MEDICAL MEALS","P.G. 210",PG.,sergeant_focus
"SERGEANT FOCUS: The patrol supervisor is the first-line authority for consent to release a prisoner. This conferral is mandatory — the arresting officer cannot unilaterally void an arrest or release a prisoner. If the patrol supervisor is unavailable, the desk officer or BCS supervisor serves as the alternate authority.","210 RELEASE","P.G. 210",PG.,sergeant_focus
"SERGEANT FOCUS: When a voided arrest involves a fingerprinted prisoner, the BCS intake supervisor must fax DCJS to seal the record. Sergeants should verify this step is completed — failure to seal creates a permanent record from an invalid arrest.","210 RELEASE","P.G. 210",PG.,sergeant_focus
"SERGEANT FOCUS: When there is a disagreement between the desk officer or BCS supervisor and an arresting officer from another agency regarding prisoner release, the matter is escalated to the precinct commander or duty captain. Sergeants should not attempt to resolve inter-agency disputes at their level — escalate promptly.","210 RELEASE","P.G. 210",PG.,sergeant_focus
"SERGEANT FOCUS: The BCS Supervisor is the key decision-maker for Special Category designation, working in conjunction with EMS. The sergeant must ensure all 8 handling steps are completed, especially the MTP preparation and the ""Recommend Prisoner Be Separated"" checkbox.","210 RELEASE","P.G. 210",PG.,sergeant_focus
"SERGEANT FOCUS: The Patrol Supervisor ensures the A/O-E/O accompanies the arrestee during transport (step 8). The desk officer is responsible for arranging both transports and conferring with BCS. The van operator must be qualified and trained in wheelchair lift operation.","210 RELEASE","P.G. 210",PG.,sergeant_focus
"CPR System","Centralized Personnel Resource System — monitors and controls all court and agency appearances","P.G. 211",PG.,key_terms 211_court_appearances
"Short Date Notification","Notification to appear the next day (or Friday for Monday) — time-sensitive, triggers email notifications to member, roll call, operations coordinator, and integrity control officer","P.G. 211",PG.,key_terms 211_court_appearances
"Telephone Alert","System to prevent unnecessary court appearances; member assigned to 2nd platoon, no meal before 1300 hours; if not called by 1300, alert NOT activated","P.G. 211",PG.,key_terms 211_court_appearances
"Appearance Control Unit (ACU)","Processes all court appearance notifications, mediates conflicts between appearances, monitors member attendance","P.G. 211",PG.,key_terms 211_court_appearances
"Officer Time Slip","Computerized slip from TVB showing hearing disposition; replaces Court Attendance Record (PD468-141) for TVB appearances","P.G. 211",PG.,key_terms 211_court_appearances
"FOIL","Freedom of Information Law — NYS Public Officers Law Sections 84-89; all government records presumed available for public inspection; 5 business day response required","P.G. 211",PG.,key_terms 211_court_appearances
"Records Access Officer","Supervisor of the FOIL Unit within the Legal Bureau's Subpoena Litigation Unit","P.G. 211",PG.,key_terms 211_court_appearances
"Command Liaison Officer","Every commanding officer — designated official liaison for tracking records requests from the Subpoena Litigation Unit","P.G. 211",PG.,key_terms 211_court_appearances
"Subpoena Litigation Unit","Legal Bureau sub-unit located at One Police Plaza, Room 110C; processes all subpoenas and FOIL requests","P.G. 211",PG.,key_terms 211_court_appearances
"4th Platoon Rule","Members on 4th platoon (1800x0200) with next-day court are reassigned to 3rd platoon (1600x2400); members not notified in advance are excused at 2400 (no OT for 2400-0200)","P.G. 211",PG.,key_terms 211_court_appearances
"5 Business Days","(1) Time before testimony to notify Police Commissioner of governmental/private organization appearances; (2) FOIL response deadline","P.G. 211",PG.,key_terms 211_court_appearances
"5 Days Maximum","Temporary DA assignment limit without CO endorsement to Chief of Department","P.G. 211",PG.,key_terms 211_court_appearances
"1300 Hours","Telephone alert cutoff — if member on alert is not called to court by 1300, the alert is NOT activated that day","P.G. 211",PG.,key_terms 211_court_appearances
"25 Cents Per Page","FOIL photocopy fee","P.G. 211",PG.,key_terms 211_court_appearances
"30 Days","Time limit to appeal a FOIL denial to the Deputy Commissioner, Legal Matters","P.G. 211",PG.,key_terms 211_court_appearances
"0700-2300 Mon-Fri","Hours to contact a Department attorney for legal advice; outside these hours, contact CO/duty captain","P.G. 211",PG.,key_terms 211_court_appearances
"Brady Obligation","Prosecution's duty to disclose exculpatory evidence; NYPD possession of records = prosecutor possession; failure to produce = potential conviction reversal","P.G. 211",PG.,key_terms 211_court_appearances
"Court Attendance Record (PD468-141)","Standard court attendance form — notably NOT used for TVB appearances (Officer Time Slip used instead)","P.G. 211",PG.,key_terms 211_court_appearances
"Fee Receipt (PD122-017)","Issued per P.G. 212-79 for out-of-NYC subpoenas","P.G. 211",PG.,key_terms 211_court_appearances
"Subpoena Record Book","Command-level log for tracking all subpoenas and DA/Corporation Counsel requests","P.G. 211",PG.,key_terms 211_court_appearances
"Typed Letterhead","Required format for written notifications to the Police Commissioner, reports to Subpoena Litigation Unit, and Federal criminal subpoena reports","P.G. 211",PG.,key_terms 211_court_appearances
"Number","Context","P.G. 211",PG.,key_terms 211_court_appearances
"3","Times daily roll call clerk must access CPR System","P.G. 211",PG.,key_terms 211_court_appearances
"5 business days","FOIL response deadline AND PC notification deadline for governmental appearances","P.G. 211",PG.,key_terms 211_court_appearances
"5 days","Maximum temporary DA assignment without CO endorsement","P.G. 211",PG.,key_terms 211_court_appearances
"6-30 days","DA assignment extension requiring CO endorsement to Chief of Department","P.G. 211",PG.,key_terms 211_court_appearances
"10","Members selected monthly by Training Sergeant for TVB dismissal review","P.G. 211",PG.,key_terms 211_court_appearances
"25 cents","FOIL photocopy fee per page","P.G. 211",PG.,key_terms 211_court_appearances
"30 days","FOIL denial appeal period","P.G. 211",PG.,key_terms 211_court_appearances
"1300 hours","Telephone alert cutoff time","P.G. 211",PG.,key_terms 211_court_appearances
"0700-2300","Department attorney contact hours (Mon-Fri)","P.G. 211",PG.,key_terms 211_court_appearances
"Triplicate","Copies required for PC notification of governmental appearances","P.G. 211",PG.,key_terms 211_court_appearances
"SERGEANT FOCUS: The roll call clerk shall access the CPR System 3 times daily:","211 COURT NOTIFICATIONS","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: The desk officer shall:","211 COURT NOTIFICATIONS","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: The roll call clerk shall:","211 COURT NOTIFICATIONS","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: The ACU supervisor shall notify the CO in writing when:","211 COURT NOTIFICATIONS","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: The supervisor determines if conferral with a Department attorney is necessary. This is a judgment call that falls directly on the sergeant.","211 DEPARTMENT ATTORNEY","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: A Command Log entry is required with the following information:","211 DEPARTMENT ATTORNEY","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: Sergeants must understand that they cannot override Department attorney advice. If a sergeant believes the attorney's advice is incorrect, the proper course is to notify the Department attorney of the conflicting opinion — not to direct the member to disregard the attorney's guidance. Following this protocol protects both the member and the supervisor from disciplinary action and civil liability.","211 DEPARTMENT ATTORNEY","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: Sergeants must ensure that civil lawsuit papers are handled promptly — failure to forward the REQUEST FOR LEGAL ASSISTANCE in time can result in a default judgment against the member. The CO must check both IAB Records Unit and Department Advocate's Office before completing Part B. The WHITE copy goes DIRECT to Legal Bureau, not through channels. Follow up after 10 business days.","211 DEPARTMENT ATTORNEY","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors should ensure members understand the mandatory nature of cooperation with the AG's Misconduct Investigative Office. There is no discretion here — full cooperation is required.","211 GOVERNMENTAL APPEARANCES","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: When a member's court appearance is scheduled on an RDO:","211 RDO PREVENTION","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: Sergeants should be aware that the Integrity Control Officer monitors RDO court appearances for patterns that may indicate integrity issues.","211 RDO PREVENTION","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors must ensure members understand that unilateral cancellation attempts do not relieve them of the obligation to appear. Only explicit concurrence from the requesting agency cancels the appearance.","211 RDO PREVENTION","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors must understand that ANY Department document relevant to a case is considered to be in the prosecutor's possession. Failure to produce it is a Brady violation that can overturn a conviction.","211 SUBPOENAS RECORDS","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: For summary arrests, the arresting/assigned officer shall:","211 SUBPOENAS RECORDS","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: Have the member logged into the computer system IMMEDIATELY.","211 TVB APPEARANCES","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: This is a direct sergeant responsibility and a likely exam topic.","211 TVB APPEARANCES","P.G. 211",PG.,sergeant_focus
"SERGEANT FOCUS: Codes 5 (Officer No-Show), 6 (No Prima Facie case), 7 (Cannot identify motorist), and 8 (No recollection) are the codes most likely to trigger training sergeant review and corrective action. These reflect officer performance issues.","211 TVB APPEARANCES","P.G. 211",PG.,sergeant_focus
"CPR System","Centralized Personnel Resource — attendance and roll call tracking system","P.G. 212",PG.,key_terms 212_command_operations
"Digital Activity Log","Primary activity recording tool on Department smartphone; required for all uniformed MOS below captain rank","P.G. 212",PG.,key_terms 212_command_operations
"Interrupted Patrol Log","Desk officer log tracking time members spend in the stationhouse during tour","P.G. 212",PG.,key_terms 212_command_operations
"Rosario Material","Documents, notes, or logs potentially discoverable in criminal proceedings","P.G. 212",PG.,key_terms 212_command_operations
"Reach Train","Train brought in front of or behind a stalled train so passengers can walk through","P.G. 212",PG.,key_terms 212_command_operations
"Rescue Train","Train brought alongside for cross-platform transfer via emergency evacuation devices","P.G. 212",PG.,key_terms 212_command_operations
"RTOCC","Rapid Transit Operations Command Center — primary transit coordination hub","P.G. 212",PG.,key_terms 212_command_operations
"Emergency Alarm Box","Located 400-600 feet apart under blue lights; removes power on ALL tracks in vicinity","P.G. 212",PG.,key_terms 212_command_operations
"MOME","Mayor's Office of Media and Entertainment — issues press credentials","P.G. 212",PG.,key_terms 212_command_operations
"DCPI","Deputy Commissioner, Public Information — notified for all press incidents (24/7)","P.G. 212",PG.,key_terms 212_command_operations
"ERPO","Extreme Risk Protection Order — court order prohibiting firearm purchase/possession","P.G. 212",PG.,key_terms 212_command_operations
"VGTOF","Violent Gang and Terrorist Organization File within NCIC","P.G. 212",PG.,key_terms 212_command_operations
"RTCC-FIS","Real Time Crime Center — Facial Identification Section","P.G. 212",PG.,key_terms 212_command_operations
"Probe Image","Image of unidentified person submitted for facial recognition comparison","P.G. 212",PG.,key_terms 212_command_operations
"Photo Repository","Approved facial recognition database containing ONLY arrest and parole photographs","P.G. 212",PG.,key_terms 212_command_operations
"Possible Match Candidate","Investigative lead ONLY — does NOT establish probable cause","P.G. 212",PG.,key_terms 212_command_operations
"AMBER Alert","Child abduction alert for victims 17 or under in imminent danger of serious harm/death","P.G. 212",PG.,key_terms 212_command_operations
"ALPS","Automated License and Permit System — electronic pistol license verification","P.G. 212",PG.,key_terms 212_command_operations
"Public Counter","Scanner machine counter that MUST read zero before polls open","P.G. 212",PG.,key_terms 212_command_operations
"Protective Counter","Scanner counter that is NOT expected to be zero — do not confuse with public counter","P.G. 212",PG.,key_terms 212_command_operations
"TRS","Telecommunications Relay Service — dial 711 for deaf/hard of hearing communication","P.G. 212",PG.,key_terms 212_command_operations
"4th Platoon Rule","Members on 1800x0200 subpoenaed for next-day court reassigned to 3rd platoon (1600x2400)","P.G. 212",PG.,key_terms 212_command_operations
"Level 1 Encounter","Request for Information — based on objective credible reason; no detention, no search request","P.G. 212",PG.,key_terms 212_command_operations
"Level 2 Encounter","Common Law Right of Inquiry — based on founded suspicion; may ask accusatory questions and request consent to search","P.G. 212",PG.,key_terms 212_command_operations
"Level 3 Encounter","Terry Stop — based on reasonable suspicion of felony or PL misdemeanor; may detain, use force, frisk","P.G. 212",PG.,key_terms 212_command_operations
"DeBour","NYS Court of Appeals case articulating the 4-level encounter framework (request for info, CLRI, forcible stop, arrest)","P.G. 212",PG.,key_terms 212_command_operations
"Terry v. Ohio","Federal Supreme Court case providing authority for Level 3 forcible stop and possible frisk","P.G. 212",PG.,key_terms 212_command_operations
"RTKBC","Right to Know Business Card — pre-printed card given to persons at Level 2 and 3 encounters","P.G. 212",PG.,key_terms 212_command_operations
"RTKBC-G","Right to Know Business Card — General — blank version used when regular RTKBCs are exhausted","P.G. 212",PG.,key_terms 212_command_operations
"CLRI","Common Law Right of Inquiry — Consent Search Report; prepared when consent to search is requested at Level 2","P.G. 212",PG.,key_terms 212_command_operations
"Stop Report","Documentation prepared for each Level 3 (Terry) stop; submitted through FORMS; reviewed by supervisor","P.G. 212",PG.,key_terms 212_command_operations
"TACTICS","Training Attendance Certification Transcript Integration Collection System — records training sessions for investigative encounter compliance","P.G. 212",PG.,key_terms 212_command_operations
"Protective Measures","Tactics short of a frisk (order hands from pockets, instruct person to put down object) used when officer safety is at risk","P.G. 212",PG.,key_terms 212_command_operations
"Frisk","Carefully running hand down outside of person's clothing to check for weapons — NOT to locate evidence","P.G. 212",PG.,key_terms 212_command_operations
"Police Line Do Not Cross","White tape with blue letters; establishes secure area for police operations","P.G. 212",PG.,key_terms 212_command_operations
"Crime Scene Do Not Cross","Yellow tape with black letters; safeguards area where evidence may be present","P.G. 212",PG.,key_terms 212_command_operations
"Crime Scene Evidence Cone","5-inch orange cone marked ""NYPD"" in black; placed next to small evidence items","P.G. 212",PG.,key_terms 212_command_operations
"HARBOR","Mnemonic for mandatory CSU response: Homicide, Aggravated assault (likely to die), Rape (forcible), Burglary (forced safe/circumvented alarm), Other (CSU assists), Robbery/hijacking (firearm caused injury)","P.G. 212",PG.,key_terms 212_command_operations
"IACC","Inter-Agency Command Center — separate from police Command Post; established at hazmat/SECTAR incidents","P.G. 212",PG.,key_terms 212_command_operations
"SECTAR","Significant fire, Explosion, Chemical burn, Toxic Air Release, Radiation hazard — triggers full hazmat response","P.G. 212",PG.,key_terms 212_command_operations
"MDV","Mobile Decontamination Vehicle — requested through Operations by on-scene coordinator","P.G. 212",PG.,key_terms 212_command_operations
"FRUITS","Mnemonic for when D.O. notifies Ops AND Borough for fires: Forced entry by FD, Relocation of tenants, Unusual fire, Injury/death, Three alarms+, Suspicious fire","P.G. 212",PG.,key_terms 212_command_operations
"RATCOP","Mnemonic for info released only after conferral with DCPI AND Chief of Detectives: Reputation, Anticipated testimony, Test results, Credibility, Opinion/speculation, Photos/films/mug shot","P.G. 212",PG.,key_terms 212_command_operations
"BWC","Body Worn Camera — Dept property; must be personally issued; activate for all police action","P.G. 212",PG.,key_terms 212_command_operations
"Police Action","Police service, law enforcement, or investigative activity in furtherance of official duties — triggers mandatory BWC activation","P.G. 212",PG.,key_terms 212_command_operations
"GO 15 (A.G. 318-11)","Rule allowing member to view own BWC video as subject/witness in Dept investigation prior to making statement","P.G. 212",PG.,key_terms 212_command_operations
"Gunshot Detection","Alert system (Shotspotter) that detects potential gunfire; generates confirmed or unconfirmed alerts","P.G. 212",PG.,key_terms 212_command_operations
"ECMS","Enterprise Case Management System — NCO opens companion case for confirmed gunshot alerts","P.G. 212",PG.,key_terms 212_command_operations
"Number","Significance","P.G. 212",PG.,key_terms 212_command_operations
"1 hour","Contact desk officer before end of tour (foot patrol needing relief); arrive at poll site before opening","P.G. 212",PG.,key_terms 212_command_operations
"30 minutes","Dispatch another unit if Transit call not finalized; radio check intervals during malfunction","P.G. 212",PG.,key_terms 212_command_operations
"100 feet","No-electioneering zone around poll site entrance","P.G. 212",PG.,key_terms 212_command_operations
"400-600 feet","Spacing of emergency alarm boxes (under blue lights) in subway","P.G. 212",PG.,key_terms 212_command_operations
"2100 hours","Poll closing time — persons on line may vote, no new entries","P.G. 212",PG.,key_terms 212_command_operations
"72 hours","HPD deadline to seal vacated premises","P.G. 212",PG.,key_terms 212_command_operations
"60 days","Rifle/shotgun surrender investigation completion deadline","P.G. 212",PG.,key_terms 212_command_operations
"2 years","Pistol license validity period; minimum firearm retention under ERPO","P.G. 212",PG.,key_terms 212_command_operations
"8 hours","Window to cancel AMBER Alert via fax to NYS Police","P.G. 212",PG.,key_terms 212_command_operations
"30 days","ERPO Unit reviews before expiration for renewal determination","P.G. 212",PG.,key_terms 212_command_operations
"$15","Subpoena fee — Civil/State","P.G. 212",PG.,key_terms 212_command_operations
"$40","Subpoena fee — Civil/Federal","P.G. 212",PG.,key_terms 212_command_operations
"$5","Medical records fee for outside parties","P.G. 212",PG.,key_terms 212_command_operations
"711","TRS dial code for deaf/hard of hearing relay service","P.G. 212",PG.,key_terms 212_command_operations
"(212) 504-4115","TTY number for 311 system","P.G. 212",PG.,key_terms 212_command_operations
"0900-1700","License Division hours (Mon-Fri); Legal Bureau ERPO Unit hours (Mon-Fri)","P.G. 212",PG.,key_terms 212_command_operations
"300 feet","Minimum outdoor hazmat distance for spills and most fires","P.G. 212",PG.,key_terms 212_command_operations
"1,000 feet","Minimum outdoor hazmat distance for explosions/suspected devices/military/tanker fires; bomb evacuation distance","P.G. 212",PG.,key_terms 212_command_operations
"20 minutes","Discontinue bomb search before threatened explosion time","P.G. 212",PG.,key_terms 212_command_operations
"1 hour","Do not resume bomb search after threatened explosion time","P.G. 212",PG.,key_terms 212_command_operations
"39 months","BWC video automatic deletion period","P.G. 212",PG.,key_terms 212_command_operations
"PD Code 080","Investigate Gunshot Detection Alert (Shotspotter, no ballistics)","P.G. 212",PG.,key_terms 212_command_operations
"PD Code 083","Investigate Shots Fired (no ballistics)","P.G. 212",PG.,key_terms 212_command_operations
"PD Code 088","Investigate Shot Fired, Ballistics Recovered","P.G. 212",PG.,key_terms 212_command_operations
"PD Code 089","Investigate Gunshot Detection Alert, Ballistics Recovered","P.G. 212",PG.,key_terms 212_command_operations
"Code","Action","P.G. 212",PG.,key_terms 212_command_operations
"1","ARREST","P.G. 212",PG.,key_terms 212_command_operations
"2","DETAIN","P.G. 212",PG.,key_terms 212_command_operations
"3","INVESTIGATION","P.G. 212",PG.,key_terms 212_command_operations
"4","INFORMATION GATHERING","P.G. 212",PG.,key_terms 212_command_operations
"Code","Meaning","P.G. 212",PG.,key_terms 212_command_operations
"10-75T","Transit patrol by non-Transit member","P.G. 212",PG.,key_terms 212_command_operations
"10-75S","Station inspection by Transit member","P.G. 212",PG.,key_terms 212_command_operations
"10-75O","TOMS","P.G. 212",PG.,key_terms 212_command_operations
"10-75M","Mobile order maintenance","P.G. 212",PG.,key_terms 212_command_operations
"10-90N","Unnecessary Alarm (DOE facilities, no forced entry)","P.G. 212",PG.,key_terms 212_command_operations
"Signal","Meaning","P.G. 212",PG.,key_terms 212_command_operations
"LONG-SHORT-LONG-SHORT","Train crew requesting police assistance","P.G. 212",PG.,key_terms 212_command_operations
"SERGEANT FOCUS: Supervisors must ensure officers understand the guardrail boundaries, do not participate in the election process, and properly handle disputes about voting rights by referring to the county Supreme Court.","212 ELECTIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Ensure all election materials are accounted for and properly secured. Verify that the transition from active voting to post-closing procedures occurs smoothly and without interference.","212 ELECTIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Sergeants are the preferred rank for conducting rifle/shotgun permit surrender investigations.","212 FIREARMS LICENSING","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: When a subordinate MOS becomes the subject of an ERPO, the supervisor must ensure immediate CO notification and initiation of the Modified Assignment process.","212 FIREARMS LICENSING","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Patrol supervisors shall inspect Activity Logs to ensure NYCHA facilities are being inspected by members on post. Supervisors should recommend Departmental Recognition for burglary arrests at NYCHA facilities.","212 HOUSING OPERATIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Patrol supervisor should respond to ensure proper coordination between NYPD and NYCHA maintenance staff, particularly when occupants include elderly or medically vulnerable individuals.","212 HOUSING OPERATIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors shall review Activity Logs to verify interior patrols are being conducted and documented. Ensure members are varying patrol times and routes to maximize deterrent effect.","212 HOUSING OPERATIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors must ensure that communication accommodations are provided promptly and that the individual's preferred method of communication is the primary consideration. For pre-planned events, arrange interpreter services in advance through the Chief of Personnel.","212 INTERACTION PROCEDURES","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Patrol supervisor must investigate immediately when a press member is assaulted or harassed. Notification to DCPI must be made without delay. DCPI is available via phone 24/7.","212 MEDIA INFORMATION","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors must ensure members understand that press access cannot be restricted through police lines or frozen zones designed to block recording. Any incident involving the press requires immediate DCPI notification. The patrol supervisor must conduct an immediate investigation if press members are assaulted or harassed.","212 MEDIA INFORMATION","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Ensure subordinates understand that all grant/equipment/funding offers must be forwarded to the Police Commissioner — members have no authority to accept directly.","212 MEDIA INFORMATION","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Preparation of a Traffic Intelligence Report does not relieve precinct personnel from taking other corrective action to expedite traffic flow and ensure pedestrian safety.","212 MISCELLANEOUS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Patrol supervisor must respond personally when forced entry is detected at a DOE facility and assign a member to guard until the premises are secured.","212 MISCELLANEOUS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors must verify coordinator availability before any auxiliary patrol deployment. No exceptions to the coordinator requirement.","212 MISCELLANEOUS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Patrol supervisor shall respond and approve resolution (arrest, summons, court referral, or no action).","212 SPECIAL INCIDENTS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Patrol supervisor shall consult the duty captain when:","212 SPECIAL INCIDENTS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Patrol supervisor shall take command of the scene, coordinate with ESU, and ensure the area below is secured. Consider requesting additional resources (negotiators, mental health professionals) early.","212 SPECIAL INCIDENTS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Ensure desk officers are maintaining the Order of Protection Log properly and that service is attempted at least once per tour. The Domestic Violence Investigator is responsible for entering service information into the State Order of Protection Registry via FINEST.","212 SPECIAL INCIDENTS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Do NOT detain a properly identified and verified diplomat. All reports must still be prepared even when immunity applies.","212 SPECIAL INCIDENTS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: The PDS/BRAM Supervisor is responsible for reviewing all burglary/robbery complaints to determine case status (ACTIVE or CLOSED) and ensuring all investigative steps have been taken. Major case prints must be taken for every burglary arrest.","212 SPECIAL INCIDENTS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors conduct the final review in the facial recognition process. Ensure all subordinates understand that a possible match is an investigative lead only and must never be presented as establishing probable cause.","212 TECHNOLOGY SYSTEMS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Only authorized/approved protective vests will be worn.","212 TOUR OPERATIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Supervisors must ensure meal periods are properly scheduled and documented. Key responsibilities include: assigning meal periods prior to posting details, ensuring members are not deprived of meals, and properly documenting any exigent circumstances that prevent granting meals.","212 TOUR OPERATIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: Desk officer shall check CPR System Roll Call to account for all members from previous tour. Conduct immediate investigation if any member failed to scan out.","212 TOUR OPERATIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: The desk officer shall maintain the Interrupted Patrol Log under direct control at all times and review it frequently during the tour to ensure member presence is being expedited.","212 TOUR OPERATIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: The supervisor shall review every Transit System Ejection Report for accuracy and completeness before approving it in FORMS. If the report is deficient, it must be returned to the member for correction.","212 TRANSIT OPERATIONS","P.G. 212",PG.,sergeant_focus
"SERGEANT FOCUS: During radio malfunction:","212 TRANSIT OPERATIONS","P.G. 212",PG.,sergeant_focus
"First Amendment Activity","Exercise of rights protected by the 1st Amendment: speech, assembly, petition, press","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Senior Executive","Deputy chief or higher rank","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Designee","Captain or above designated by a Senior Executive","P.G. 213",PG.,key_terms 213_mobilization_emergency
"De-escalation","Reducing intensity of conflict or potential conflict","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Incident Commander","MOS in charge of the police response at an event or incident","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Nonviolent Participant","Person engaged in lawful First Amendment activity","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Violent Behavior","Conduct involving force causing or intended to cause physical injury or property damage","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Protest Liaison","Community Affairs Bureau (CAB) member assigned to communicate with demonstrators","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Mass Arrest Processing Center (MAPC)","Facility activated to process large numbers of arrests during mass arrest situations","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Legal Observer","Individual (NLG or NYCLU) present at demonstrations to observe police-protester interactions; granted free access through police lines","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Handschu Consent Decree","Legal ruling requiring written approval from Intelligence and Counterterrorism Bureau for political activity investigations","P.G. 213",PG.,key_terms 213_mobilization_emergency
"FINEST Message","Department-wide communication method used to announce changes in citywide security alert levels","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Traffic Brief","Daily compilation of traffic-related notifications from events affecting traffic flow","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Unusual Disorder Kit","Standardized kit of supplies maintained by each command for use during unusual disorders","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Item","Value","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Maximum prisoners per wagon","20","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Maximum prisoners per arresting officer","5","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Maximum arresting officers per arrest supervisor","4","P.G. 213",PG.,key_terms 213_mobilization_emergency
"First Amendment arrest processing time limit (violations/misdemeanors)","7 hours 30 minutes","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Food required for prisoners held longer than","2 hours","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Barrier exclusion distance — through streets from parade route","100 feet","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Barrier exclusion distance — corners on parade route","25 feet","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Sector maps in Unusual Disorder Kit","75","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Index cards in Unusual Disorder Kit","200","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Complaint Report Worksheets in Unusual Disorder Kit","200","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Aided Report Worksheets in Unusual Disorder Kit","200","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Detail Roster sheets in Unusual Disorder Kit","200","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Tags in Unusual Disorder Kit","300","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Unusual Disorder Kit inspection frequency","Semiannual (January and July)","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Citywide Events Planning availability","1000-1800, Mon-Fri","P.G. 213",PG.,key_terms 213_mobilization_emergency
"NYC default security alert level","ORANGE (High)","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Number of security alert levels","5","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Number of handcuff check points","3","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Event Scope","Incident Commander","P.G. 213",PG.,key_terms 213_mobilization_emergency
"Single command","Precinct Commanding Officer","P.G. 213",PG.,key_terms 213_mobilization_emergency
